"Variables","Importance","Boruta1","Boruta2"
"X0.86_510.1760m.z",0.06,0,0
"X0.86_225.1205m.z",0.03,0,0
"X0.85_349.0174m.z",0.02,0,0
"X0.86_205.1442m.z",0.13,0,0
"X0.89_441.1515m.z",0.46,1,1
"X0.87_187.1797m.z",0.03,0,0
"X0.87_231.2878m.z",0.01,0,0
"X0.88_242.0964n",0.04,0,0
"X0.82_725.2687m.z",0.03,0,0
"X0.82_211.0956n",0.01,0,0
"X0.82_805.2853n",0.02,0,0
"X0.80_295.1850m.z",0.01,0,0
"X0.81_529.2000n",0.02,0,0
"X0.81_284.5799m.z",0.04,0,0
"X0.83_195.0323m.z",0.07,0,0
"X0.95_510.1376n",0.02,0,0
"X0.95_731.2589m.z",0,0,0
"X0.95_384.1467m.z",0.26,1,1
"X0.94_585.1989m.z",0.07,0,0
"X0.95_213.1226m.z",0.06,0,0
"X0.94_393.1033m.z",0.01,0,0
"X0.96_98.0596m.z",0.36,1,1
"X0.97_471.1015m.z",0.01,0,0
"X0.97_172.0600m.z",0.01,0,0
"X0.95_264.5509m.z",0.03,0,0
"X0.95_256.0622m.z",0.03,0,0
"X0.90_258.1086m.z",1.29,1,1
"X0.90_1080.3924m.z",0.04,0,0
"X0.90_105.0000m.z",0.06,0,0
"X0.91_658.2432m.z",0.12,0,0
"X0.94_114.1259m.z",0.06,0,0
"X0.92_216.1248n",0.01,0,0
"X0.92_158.0841m.z",0.02,0,0
"X0.92_217.2444m.z",0.02,0,0
"X0.91_146.1170m.z",0.04,0,0
"X0.91_146.2102m.z",0.01,0,0
"X0.91_200.1026m.z",0.02,0,0
"X0.68_465.2168m.z",0.01,0,0
"X0.68_572.2598m.z",0.03,0,0
"X0.70_802.2564m.z",0.07,0,0
"X0.66_633.2123n",0.1,0,0
"X0.66_89.0387n",0.05,0,0
"X0.68_198.0566n",0.02,0,0
"X0.67_552.1893m.z",0.01,0,0
"X0.77_418.1282m.z",0.05,0,0
"X0.76_788.2642m.z",0.04,0,0
"X0.76_276.1527m.z",0.02,0,0
"X0.76_465.2180m.z",0,0,0
"X0.79_413.0557n",0.06,0,0
"X0.78_425.1594m.z",0.73,1,1
"X0.77_391.0505m.z",0.01,0,0
"X0.78_323.1792m.z",0.03,0,0
"X0.73_949.3209n",0.05,0,0
"X0.72_517.0896m.z",0.02,0,0
"X0.75_568.1712n",0.03,0,0
"X0.74_861.3228m.z",0.01,0,0
"X2.05_803.2323m.z",0.1,0,0
"X2.05_412.1156n",0.15,0,0
"X2.05_467.0444m.z",0,0,0
"X2.05_888.3304m.z",0.04,0,0
"X2.37_594.3054n",3.17,1,1
"X2.06_97.0645m.z",0.01,0,0
"X2.38_367.0905n",0.01,0,0
"X2.06_293.1509m.z",0.8,1,1
"X2.07_895.3504n",0.02,0,0
"X1.99_172.0954m.z",0.15,0,0
"X2.40_247.1280m.z",0.04,0,0
"X2.00_347.1788m.z",0.12,0,0
"X2.43_306.9854m.z",0.19,0,1
"X2.22_83.0731n",0.02,0,0
"X2.26_267.6234m.z",0.23,0,1
"X2.26_257.0349n",0.03,0,0
"X2.25_260.1363n",0.03,0,0
"X2.26_338.1546m.z",0.05,0,0
"X2.22_231.1338m.z",0.03,0,0
"X2.22_527.2000m.z",0.02,0,0
"X2.21_449.2194m.z",0.13,0,0
"X2.31_226.0687m.z",0.04,0,0
"X2.32_603.2315m.z",0.04,0,0
"X2.33_632.1884m.z",0.24,0,0
"X2.30_140.0161m.z",0.12,0,0
"X2.31_288.0117n",1.8,1,1
"X2.10_557.2310n",0.03,0,0
"X2.58_151.0635n",7.65,1,1
"X2.57_327.1537m.z",0.03,0,0
"X2.59_318.0226n",0.46,1,1
"X2.59_408.2584m.z",0.03,0,0
"X1.89_212.0786n",0.12,0,0
"X2.67_334.2204m.z",0.06,0,0
"X1.87_172.1334m.z",0.02,0,0
"X1.89_196.0470m.z",0.07,0,0
"X1.88_877.3151m.z",0.05,0,0
"X1.92_650.1867m.z",0.13,0,0
"X2.62_253.0317m.z",0.02,0,0
"X2.62_92.1133n",0.22,0,1
"X2.62_125.0837n",0.45,1,1
"X2.63_408.2580m.z",0.23,0,1
"X1.97_1034.3873m.z",0.01,0,0
"X8.20_555.3073m.z",0.01,0,0
"X1.44_85.0282m.z",0.04,0,0
"X4.74_197.0805m.z",0.06,0,0
"X1.79_127.0860m.z",0.08,0,0
"X1.55_188.0539m.z",0.04,0,0
"X1.35_254.0301m.z",0.04,0,0
"X5.89_199.1206n",0.04,0,0
"X1.41_95.0125m.z",0.03,0,0
"X2.19_157.0494m.z",0.34,0,1
"X1.99_539.1949m.z",0.01,0,0
"X4.28_86.0959m.z",0.04,0,0
"X5.82_237.1841m.z",0.02,0,0
"X7.30_355.2349n",0.02,0,0
"X4.90_117.0252n",0.04,0,0
"X0.72_344.1521m.z",0.02,0,0
"X1.71_590.2649n",0.02,0,0
"X2.67_280.0502m.z",0.03,0,0
"X0.48_404.9947m.z",0.03,0,0
"X6.49_311.2596m.z",0.03,0,0
"X1.53_267.1332m.z",0.04,0,0
"X0.80_901.3242m.z",0.03,0,0
"X0.82_82.0523n",0.04,0,0
"X1.48_245.1602m.z",0.01,0,0
"X3.46_227.1320m.z",0.03,0,0
"X1.49_100.0403n",0.12,0,0
"X1.24_803.2798m.z",0.03,0,0
"X3.00_268.0556m.z",0.02,0,0
"X6.93_214.1436m.z",0.03,0,0
"X0.74_244.0557n",0.02,0,0
"X2.67_283.9966n",0.05,0,0
"X5.98_275.1878n",0.05,0,0
"X1.36_70.0649m.z",0.04,0,0
"X2.31_126.0546m.z",0.03,0,0
"X2.05_281.1487m.z",0.08,0,0
"X1.58_180.0968m.z",0.05,0,0
"X3.85_275.1434m.z",0.04,0,0
"X1.37_877.3147m.z",0.02,0,0
"X2.62_143.1172m.z",0.25,0,1
"X3.68_211.1685m.z",0.01,0,0
"X4.90_279.0220m.z",0.03,0,0
"X3.23_303.0407n",0.04,0,0
"X8.21_316.2479m.z",0.11,0,0
"X3.42_205.1228m.z",0.01,0,0
"X3.46_262.1311n",0.08,0,0
"X0.64_837.3101n",0.01,0,0
"X1.68_315.1066n",0.03,0,0
"X4.08_309.1889n",0.05,0,0
"X3.04_77.0262n",0.03,0,0
"X7.74_358.3212m.z",0.01,0,0
"X0.95_552.1893m.z",0.49,1,1
"X1.65_126.0289n",0.05,0,0
"X0.70_934.3341m.z",0.05,0,0
"X1.05_164.1035m.z",0.03,0,0
"X6.08_344.2406m.z",0.01,0,0
"X8.23_204.0871m.z",0.28,0,1
"X0.86_264.0548m.z",0.05,0,0
"X1.70_260.1490m.z",0.01,0,0
"X0.53_219.0267m.z",0.02,0,0
"X0.47_159.1487m.z",0.04,0,0
"X2.06_253.1314n",0.01,0,0
"X0.94_217.2682m.z",0.04,0,0
"X0.94_217.4255m.z",0.03,0,0
"X4.28_132.0977m.z",0.04,0,0
"X7.74_357.2519n",0.03,0,0
"X1.02_305.1111m.z",0,0,0
"X5.66_308.0587m.z",0.03,0,0
"X2.30_351.0319m.z",0.04,0,0
"X1.79_215.1012m.z",0.04,0,0
"X1.60_213.0131m.z",0.01,0,0
"X3.05_231.1328m.z",0.08,0,0
"X0.95_543.0663m.z",0.01,0,0
"X0.94_173.1639m.z",0.02,0,0
"X1.56_133.0765n",0.03,0,0
"X2.28_203.0882m.z",0.05,0,0
"X3.33_148.0393m.z",0.01,0,0
"X1.06_153.1083n",0.01,0,0
"X1.95_130.0855m.z",0.07,0,0
"X1.29_223.0508n",0.01,0,0
"X8.11_281.2250m.z",0.26,0,1
"X1.71_569.2038m.z",0.03,0,0
"X1.46_210.0080n",0.01,0,0
"X4.45_230.0787m.z",0.05,0,0
"X2.44_223.1435m.z",0.12,0,0
"X8.34_553.2937m.z",0.04,0,0
"X8.02_186.0759m.z",0.03,0,0
"X7.02_381.1899m.z",0.22,0,1
"X3.83_153.1269m.z",0.03,0,0
"X5.44_204.0872m.z",0.34,0,0
"X6.76_326.2559m.z",0.04,0,0
"X6.88_258.1276n",0.03,0,0
"X6.20_363.1030m.z",0.01,0,0
"X8.18_381.1290m.z",0.16,0,0
"X2.08_715.2618m.z",0.03,0,0
"X6.96_85.0281m.z",0.02,0,0
"X1.54_185.0666m.z",0.02,0,0
"X0.97_437.0957m.z",0.01,0,0
"X1.04_142.2753m.z",0.06,0,0
"X8.82_384.2730m.z",0.02,0,0
"X0.99_641.2252m.z",0.02,0,0
"X1.79_232.1289m.z",0.05,0,0
"X8.02_204.0866m.z",0.16,0,0
"X0.97_188.0796n",0.01,0,0
"X0.80_134.1160m.z",0.02,0,0
"X4.28_260.1849m.z",0.02,0,0
"X0.60_658.2434m.z",0,0,0
"X9.72_382.2939m.z",0.36,1,1
"X1.55_206.2140n",0,0,0
"X1.79_84.0804m.z",0.13,0,0
"X3.38_200.1273m.z",0.08,0,0
"X0.59_281.1003m.z",0.02,0,0
"X0.77_382.0547n",0.02,0,0
"X6.96_242.1518n",0.03,0,0
"X0.88_344.0599n",0.04,0,0
"X6.18_272.1486m.z",0.02,0,0
"X1.55_301.9961m.z",0,0,0
"X2.73_186.1477m.z",0.01,0,0
"X4.00_318.2263m.z",0.04,0,0
"X4.45_216.0868m.z",0.01,0,0
"X6.96_301.2248n",0.03,0,0
"X3.71_330.2351m.z",0.01,0,0
"X6.96_392.2013m.z",0.02,0,0
"X1.47_112.0500m.z",0.04,0,0
"X6.77_237.1837m.z",0.06,0,0
"X0.77_158.0442m.z",0.01,0,0
"X1.54_280.0127m.z",0.03,0,0
"X0.94_217.1991m.z",0.02,0,0
"X1.54_120.4937n",0.02,0,0
"X5.09_242.0531n",0.06,0,0
"X0.77_357.0535n",0.01,0,0
"X3.67_424.1573m.z",0.02,0,0
"X1.47_514.1996n",0.03,0,0
"X6.27_85.0281m.z",0.02,0,0
"X1.94_113.0341m.z",0.04,0,0
"X0.62_411.1415n",0.02,0,0
"X5.12_274.2008m.z",0.06,0,0
"X5.07_368.2051m.z",0.08,0,0
"X8.34_412.2459m.z",0.05,0,0
"X3.53_360.1989m.z",0.03,0,0
"X5.07_246.1652m.z",0.04,0,0
"X6.16_204.0867m.z",0.13,0,0
"X1.27_233.1495m.z",0.07,0,0
"X0.81_350.1386m.z",0.02,0,0
"X0.93_144.3202m.z",0,0,0
"X0.86_203.2492m.z",0.03,0,0
"X1.79_115.0865m.z",0.02,0,0
"X1.36_267.1804m.z",0.02,0,0
"X2.91_104.0492n",0.03,0,0
"X1.46_148.0368n",0.01,0,0
"X1.44_293.0535m.z",0.03,0,0
"X6.16_186.0759m.z",0.2,0,1
"X6.27_322.1490m.z",0.01,0,0
"X4.50_243.1694m.z",0.06,0,0
"X4.44_221.0413m.z",0.03,0,0
"X0.77_87.0320n",0.04,0,0
"X1.44_97.0281m.z",0.02,0,0
"X6.76_325.1893n",0.05,0,0
"X1.06_141.0785n",0.03,0,0
"X1.05_281.1451m.z",0,0,0
"X1.41_242.0654m.z",0.12,0,0
"X4.28_128.1063m.z",0.02,0,0
"X0.76_176.1299m.z",0.03,0,0
"X6.95_301.2998n",0.02,0,0
"X2.11_412.1749m.z",0.03,0,0
"X0.72_349.1112m.z",0.03,0,0
"X6.27_299.2090n",0.03,0,0
"X0.94_349.1093m.z",0.02,0,0
"X0.47_350.0536n",0.01,0,0
"X2.64_190.0215n",0.09,0,0
"X6.88_114.1271m.z",0.03,0,0
"X5.90_112.1115m.z",0.01,0,0
"X0.70_529.1994n",0.05,0,0
"X2.92_261.1432m.z",0.03,0,0
"X5.76_230.0978n",0.04,0,0
"X0.87_231.2154m.z",0.01,0,0
"X0.77_116.0337m.z",0.03,0,0
"X0.78_70.0285m.z",0,0,0
"X1.87_98.0959m.z",0.03,0,0
"X1.88_181.0361m.z",0.06,0,0
"X8.63_263.1998m.z",0.03,0,0
"X1.02_192.0992n",0.01,0,0
"X0.72_358.9547m.z",0.03,0,0
"X0.87_145.0846n",0.02,0,0
"X1.79_115.0387m.z",0.05,0,0
"X3.41_137.0837n",0.04,0,0
"X5.95_226.0838n",0.06,0,0
"X0.94_218.1566m.z",0.01,0,0
"X1.56_226.0202m.z",0.02,0,0
"X0.90_202.1180m.z",0.01,0,0
"X6.88_184.1322m.z",0.07,0,0
"X0.54_81.0335m.z",0.03,0,0
"X5.09_294.0423m.z",0.04,0,0
"X2.75_312.0758n",0.06,0,0
"X2.31_354.1509n",0.04,0,0
"X0.93_144.1018m.z",0.02,0,0
"X0.94_175.1434m.z",0.05,0,0
"X8.60_414.2974m.z",0.02,0,0
"X1.54_227.0776m.z",0.01,0,0
"X0.94_98.0960m.z",0.02,0,0
"X2.40_376.1252m.z",0.02,0,0
"X0.82_349.1104m.z",0.03,0,0
"X1.87_160.0962m.z",0.04,0,0
"X0.87_231.1702m.z",0.02,0,0
"X1.77_252.0853m.z",0.04,0,0
"X6.27_202.1714n",0.07,0,0
"X1.40_400.0947n",0.03,0,0
"X6.88_202.1436m.z",0.01,0,0
"X9.23_386.2886m.z",0.02,0,0
"X1.73_292.2010m.z",0.04,0,0
"X1.88_267.1696m.z",0.04,0,0
"X5.09_198.0892n",0.03,0,0
"X6.88_156.1375m.z",0.08,0,0
"X4.48_412.2569n",0.02,0,0
"X4.54_376.2329m.z",0.01,0,0
"X4.66_206.0820m.z",0.06,0,0
"X4.63_459.1498m.z",0.12,0,0
"X4.70_460.1566n",0.12,0,0
"X4.69_271.1909m.z",0.03,0,0
"X4.59_459.1501m.z",0.38,1,1
"X4.58_465.2256m.z",0.07,0,0
"X4.59_193.0871m.z",0.02,0,0
"X4.16_155.1082m.z",0.03,0,0
"X4.19_108.0817n",0.03,0,0
"X4.07_363.1636m.z",0.01,0,0
"X4.04_310.0003m.z",0.04,0,0
"X5.17_383.2037m.z",0.04,0,0
"X5.15_432.0713m.z",0.03,0,0
"X5.18_516.2644m.z",0.04,0,0
"X5.07_601.2711m.z",0.27,0,1
"X5.30_556.0588m.z",0.04,0,0
"X5.24_351.2158m.z",0.05,0,0
"X5.24_527.2441m.z",0.04,0,0
"X5.23_595.2301m.z",0.02,0,0
"X5.26_561.0783m.z",0.09,0,0
"X4.82_515.2017m.z",0.03,0,0
"X4.80_460.1505n",0.08,0,0
"X4.79_586.2276m.z",0.31,0,0
"X4.82_244.1195m.z",0.06,0,0
"X4.81_230.0543n",0.13,0,0
"X4.73_588.2466m.z",0.04,0,0
"X4.99_470.1031m.z",0.25,0,1
"X5.03_360.9967m.z",0.02,0,0
"X5.03_298.0162n",0.06,0,0
"X5.03_448.0818m.z",0.07,0,0
"X5.03_155.0716m.z",0.07,0,0
"X5.04_595.2317m.z",0.07,0,0
"X5.04_614.2623m.z",3.9,1,1
"X4.93_588.2448m.z",0.04,0,0
"X4.94_565.2234m.z",0.02,0,0
"X3.27_493.1202m.z",0.03,0,0
"X3.18_316.1390m.z",1.37,1,1
"X3.43_230.1032m.z",0.02,0,0
"X3.48_395.9936n",0.03,0,0
"X2.94_222.1942m.z",0.03,0,0
"X3.12_417.1684m.z",0.01,0,0
"X3.15_331.1738m.z",0.12,0,0
"X3.06_652.0739n",0.03,0,0
"X3.06_305.1134m.z",0,0,0
"X3.06_163.0763m.z",0.01,0,0
"X3.07_459.1442m.z",0.05,0,0
"X3.82_707.1105m.z",0.07,0,0
"X3.84_207.1790m.z",0.02,0,0
"X3.94_172.0977m.z",0.07,0,0
"X3.58_187.0076m.z",0.04,0,0
"X3.49_412.9243m.z",0.01,0,0
"X3.49_485.9179m.z",0.07,0,0
"X3.70_237.1236m.z",0.05,0,0
"X3.65_311.1188m.z",0.1,0,0
"X3.65_421.1087m.z",0.11,0,0
"X7.34_385.2329m.z",0.03,0,0
"X7.44_270.1394m.z",0.03,0,0
"X7.45_610.3541m.z",0.4,0,1
"X7.40_512.0699m.z",0.06,0,0
"X7.40_367.2108m.z",0.08,0,0
"X7.22_579.2401m.z",0.03,0,0
"X7.24_308.1494m.z",0.05,0,0
"X7.73_554.2380n",0.47,0,1
"X7.56_494.0627m.z",0.06,0,0
"X7.58_640.3328m.z",0.02,0,0
"X6.84_404.0897m.z",0.09,0,0
"X6.84_285.1065m.z",0.18,0,1
"X6.84_336.1031m.z",0.15,0,1
"X6.84_415.0571n",0.01,0,0
"X6.84_330.0856m.z",0.08,0,0
"X6.84_300.0541m.z",0.24,0,1
"X6.84_423.2465m.z",0.11,0,0
"X6.84_156.1396m.z",0.07,0,0
"X6.91_157.1234m.z",0.02,0,0
"X6.90_296.1610n",0.07,0,0
"X6.74_271.1908m.z",0.04,0,0
"X6.75_269.1754m.z",0.02,0,0
"X7.17_429.2104m.z",0.06,0,0
"X7.01_610.3586m.z",0.02,0,0
"X6.99_255.0664m.z",0.04,0,0
"X8.90_611.3431m.z",0.1,0,0
"X9.08_249.1126m.z",0.05,0,0
"X8.63_304.1582m.z",0.03,0,0
"X8.79_505.1491m.z",0.05,0,0
"X8.04_554.2342n",0.05,0,0
"X7.99_595.3714n",0.08,0,0
"X7.99_662.3517m.z",0.09,0,0
"X8.01_639.3614n",0.26,0,1
"X8.01_510.1294m.z",0,0,0
"X8.01_508.1313m.z",0.01,0,0
"X7.87_486.1660m.z",1.28,1,1
"X7.85_387.0617m.z",0.03,0,0
"X8.44_625.3457n",0.04,0,0
"X8.60_455.2271m.z",0.01,0,0
"X8.58_625.3463n",0.06,0,0
"X8.27_329.2287m.z",0.03,0,0
"X8.29_430.1680m.z",0.03,0,0
"X5.82_349.2001m.z",0.07,0,0
"X5.79_402.1220n",0.02,0,0
"X5.79_419.1182m.z",0.02,0,0
"X5.72_271.1898m.z",0.05,0,0
"X5.69_351.2158m.z",0.03,0,0
"X6.01_435.1315m.z",0.04,0,0
"X5.85_614.2613m.z",2.24,1,1
"X5.91_569.2173m.z",0.04,0,0
"X5.49_332.1575m.z",0.05,0,0
"X5.47_741.1997m.z",0.01,0,0
"X5.40_640.2374m.z",0.05,0,0
"X5.40_572.2526m.z",0.04,0,0
"X5.39_558.1863m.z",0.04,0,0
"X5.43_265.0163m.z",0.02,0,0
"X5.43_552.2779m.z",0.02,0,0
"X5.57_616.2789m.z",0.56,1,1
"X5.53_322.2081m.z",0.03,0,0
"X6.55_607.1122m.z",0.46,1,1
"X6.72_547.1056m.z",0.01,0,0
"X6.64_360.2368m.z",0.01,0,0
"X6.14_270.1348m.z",0.02,0,0
"X6.13_736.2562m.z",0.32,0,1
"X6.13_685.2611m.z",2.1,1,1
"X6.13_668.2724m.z",0.44,1,1
"X6.13_600.4780m.z",1.43,1,1
"X6.13_600.2850m.z",1.64,1,1
"X6.12_574.2666m.z",0.02,0,0
"X6.03_481.2381m.z",0.22,0,0
"X6.07_601.1132m.z",0.49,0,1
"X6.28_666.3107m.z",0.09,0,0
"X6.30_602.2977m.z",0.06,0,0
"X6.29_193.0882m.z",0.03,0,0
"X6.30_509.2352m.z",0.03,0,0
"X6.32_288.1626m.z",0.02,0,0
"X6.22_155.1080m.z",0.01,0,0
"X6.25_285.0372m.z",0,0,0
"X1.46_1009.3174m.z",0,0,0
"X1.47_749.2951n",0.01,0,0
"X1.46_647.1227n",0.28,0,1
"X1.46_748.0634m.z",0.09,0,0
"X1.46_749.1987m.z",0.14,0,0
"X1.49_245.1140m.z",0.05,0,0
"X1.43_347.9822m.z",0.03,0,0
"X1.43_317.0489m.z",0.01,0,0
"X1.41_245.9470m.z",0.03,0,0
"X1.41_683.0550m.z",0.03,0,0
"X1.45_306.1357m.z",0.07,0,0
"X1.58_588.2100m.z",0.05,0,0
"X1.59_281.1243m.z",0.1,0,0
"X1.58_204.0640n",0.04,0,0
"X1.50_221.0691n",0.02,0,0
"X1.51_216.9450m.z",0.07,0,0
"X1.51_172.9548m.z",0.05,0,0
"X1.51_225.3409m.z",0.04,0,0
"X1.49_409.0976m.z",0.03,0,0
"X1.49_461.9995m.z",0.04,0,0
"X1.50_294.0530n",0.03,0,0
"X1.52_511.0750m.z",0.02,0,0
"X1.54_165.0227m.z",0.1,0,0
"X1.52_226.0313m.z",0.03,0,0
"X1.52_433.1920m.z",0.07,0,0
"X1.28_260.0777m.z",0.05,0,0
"X1.28_646.2002m.z",0.02,0,0
"X1.26_331.0602m.z",0.06,0,0
"X1.31_350.1054m.z",0.21,0,1
"X1.32_468.0973n",0.01,0,0
"X1.32_511.0539m.z",0.03,0,0
"X1.23_830.2889n",0.04,0,0
"X1.26_204.2003m.z",0.07,0,0
"X1.26_205.0950n",0.07,0,0
"X1.38_300.0743n",0.03,0,0
"X1.38_399.1478m.z",0.03,0,0
"X1.38_200.1036m.z",0.04,0,0
"X1.37_424.2029n",0.02,0,0
"X1.40_730.0530n",0.13,0,0
"X1.34_199.0721m.z",0.03,0,0
"X1.34_129.1041m.z",0.03,0,0
"X1.34_470.1855m.z",0.01,0,0
"X1.34_479.1097n",0.01,0,0
"X1.34_411.1350n",0.02,0,0
"X1.34_455.1860m.z",0.01,0,0
"X1.34_503.1558m.z",0.06,0,0
"X1.34_657.2677m.z",0.05,0,0
"X1.34_428.1501n",0.04,0,0
"X1.33_467.2606m.z",0.05,0,0
"X1.32_520.0151m.z",0.01,0,0
"X1.33_468.2168m.z",0.01,0,0
"X1.33_423.1556m.z",0.09,0,0
"X1.33_187.1154m.z",0.05,0,0
"X1.33_202.1190m.z",0.16,0,0
"X1.36_273.1450m.z",0.04,0,0
"X1.36_708.2653n",0.04,0,0
"X1.35_517.1713m.z",0.01,0,0
"X1.83_245.1139m.z",0.02,0,0
"X1.83_202.0719m.z",0.09,0,0
"X1.85_243.0814m.z",0.07,0,0
"X1.85_854.3256n",0.08,0,0
"X1.97_129.1038m.z",0.06,0,0
"X1.98_288.1082m.z",0.78,1,1
"X1.98_286.1398m.z",0.22,0,1
"X1.97_171.1136m.z",0.04,0,0
"X1.96_576.2121m.z",0.26,0,1
"X1.96_516.1982n",0.04,0,0
"X1.97_216.1111n",0.04,0,0
"X1.97_803.1928m.z",0.05,0,0
"X1.97_397.1362m.z",0.01,0,0
"X1.97_603.2263m.z",0.06,0,0
"X2.01_845.2030m.z",0.03,0,0
"X2.01_578.0205m.z",0.08,0,0
"X2.01_479.0944m.z",0.17,0,0
"X2.01_134.0476m.z",0.05,0,0
"X2.00_730.1882m.z",0.34,0,0
"X2.01_510.0316m.z",0.07,0,0
"X2.01_411.2679m.z",0.02,0,0
"X2.01_547.0803m.z",0.06,0,0
"X2.02_233.9902m.z",0.03,0,0
"X1.60_279.0956n",0.04,0,0
"X1.64_358.1126m.z",0.05,0,0
"X1.75_500.1947m.z",0.23,1,1
"X1.76_143.1193m.z",0.13,0,0
"X1.76_230.2339m.z",0.09,0,0
"X1.76_483.2166m.z",0.04,0,0
"X1.76_145.0985m.z",0.09,0,0
"X1.78_326.0523m.z",0.04,0,0
"X1.79_835.2141m.z",0,0,0
"X1.71_327.1280m.z",0.89,1,1
"X1.74_487.1885m.z",0.01,0,0
"X0.60_872.2784m.z",0.02,0,0
"X0.61_605.1321n",0.05,0,0
"X0.61_858.2385m.z",0.38,1,1
"X0.61_198.9915m.z",0.01,0,0
"X0.61_962.3016m.z",0.03,0,0
"X0.61_654.1902m.z",0.03,0,0
"X0.61_899.2981m.z",0.01,0,0
"X0.60_318.0536m.z",0.03,0,0
"X0.60_755.2118m.z",0.03,0,0
"X0.60_874.1577m.z",0.02,0,0
"X0.61_987.3020m.z",0.11,0,0
"X0.63_772.2037m.z",0.06,0,0
"X0.61_550.1429m.z",0.4,0,1
"X0.61_932.2794m.z",0.02,0,0
"X0.61_811.2372m.z",0.05,0,0
"X0.61_585.1302m.z",0.07,0,0
"X0.61_591.1827m.z",0.03,0,0
"X0.57_209.1439m.z",0.03,0,0
"X0.57_443.1179m.z",0.03,0,0
"X0.57_893.2473m.z",0.03,0,0
"X0.59_852.1810m.z",0.02,0,0
"X0.59_294.0069m.z",0.04,0,0
"X0.68_463.2032m.z",0.02,0,0
"X0.73_362.0973n",0.04,0,0
"X0.68_187.1086m.z",0.02,0,0
"X0.68_916.2553m.z",0.03,0,0
"X0.66_585.1300m.z",0.03,0,0
"X0.70_779.2760n",0.4,0,1
"X0.70_640.1677m.z",0.05,0,0
"X0.70_1008.3101m.z",0,0,0
"X0.70_911.3443n",0.02,0,0
"X0.70_371.1160m.z",0.05,0,0
"X0.70_626.1600m.z",0.03,0,0
"X0.70_591.1746m.z",0.03,0,0
"X0.69_811.2335m.z",0.08,0,0
"X0.64_1019.3435m.z",0.02,0,0
"X0.64_872.2766m.z",0.04,0,0
"X0.64_728.1058m.z",0.02,0,0
"X0.65_696.0647m.z",0.13,0,0
"X0.64_503.1246m.z",0.02,0,0
"X0.64_934.2720m.z",0.02,0,0
"X0.64_502.1965n",0.14,0,0
"X0.64_397.1749m.z",0.03,0,0
"X0.65_975.2962m.z",0.01,0,0
"X0.65_294.0285m.z",0.47,1,1
"X0.65_963.2910m.z",0.09,0,0
"X0.66_730.1718m.z",0.08,0,0
"X0.66_783.2752m.z",0.02,0,0
"X0.66_1096.3246m.z",0.01,0,0
"X0.65_669.1970m.z",0.04,0,0
"X0.65_825.2787m.z",0.01,0,0
"X0.48_395.0520m.z",0,0,0
"X0.47_503.0168m.z",0.01,0,0
"X0.47_518.9934m.z",0.01,0,0
"X0.47_389.0354m.z",0.01,0,0
"X0.96_362.1741n",0.01,0,0
"X0.96_486.0679m.z",0.04,0,0
"X0.97_384.0474m.z",0.01,0,0
"X0.96_146.0694n",0.01,0,0
"X0.96_187.2349m.z",0,0,0
"X0.96_554.2172m.z",0.03,0,0
"X0.96_418.1675n",0.03,0,0
"X0.95_188.1202m.z",0.07,0,0
"X0.96_484.0539m.z",0.06,0,0
"X1.00_400.1554n",0,0,0
"X0.93_607.2067m.z",0.04,0,0
"X0.93_687.1950m.z",0.03,0,0
"X0.92_800.2447m.z",0.02,0,0
"X0.94_635.1499m.z",0.01,0,0
"X0.94_370.1073m.z",0.02,0,0
"X1.21_142.0513m.z",0.01,0,0
"X1.03_102.0567m.z",0.07,0,0
"X1.10_504.0657m.z",0.07,0,0
"X0.75_232.1058n",0.01,0,0
"X0.77_174.0640n",0.03,0,0
"X0.77_129.0677m.z",0.04,0,0
"X0.73_220.0314m.z",0.03,0,0
"X0.72_423.0855m.z",0.01,0,0
"X0.73_468.0288m.z",0.07,0,0
"X0.88_811.2374m.z",0.03,0,0
"X0.89_218.1030m.z",0.13,0,1
"X0.89_233.0758m.z",2.43,1,1
"X0.86_397.1154m.z",0.06,0,0
"X0.86_275.1607m.z",0.02,0,0
"X0.86_215.1402m.z",0.03,0,0
"X0.86_102.0567m.z",0.03,0,0
"X0.91_484.0926m.z",0.06,0,0
"X0.90_301.1510m.z",0.02,0,0
"X0.91_215.2304m.z",0.02,0,0
"X0.91_131.0830m.z",0.03,0,0
"X0.91_1057.4042n",0.01,0,0
"X0.91_357.1378m.z",0.06,0,0
"X0.91_453.2178m.z",0.05,0,0
"X0.90_228.0613m.z",0.03,0,0
"X0.91_406.1053n",0.06,0,0
"X0.90_411.1085m.z",0.04,0,0
"X0.91_402.1353n",0.05,0,0
"X0.81_725.2269m.z",0.04,0,0
"X0.81_684.2024m.z",0.04,0,0
"X0.81_564.1681m.z",0.02,0,0
"X0.81_626.1639m.z",0.04,0,0
"X0.81_566.1614m.z",0.04,0,0
"X0.82_701.2629m.z",0.03,0,0
"X0.80_648.2289m.z",0.02,0,0
"X0.80_741.2142m.z",0.03,0,0
"X0.80_726.1414m.z",0.16,0,1
"X0.85_201.2359m.z",0.02,0,0
"X0.85_201.0872m.z",0.03,0,0
"X0.85_157.1347m.z",0.01,0,0
"X0.85_201.1243m.z",0.02,0,0
"X0.84_418.1542n",0.03,0,0
"X0.85_244.0909m.z",0.03,0,0
"X0.85_159.1139m.z",0.03,0,0
