"set","nr","mtry","oob"
"df4_d",5,740,0.0610169491525424
"df4_d",6,740,0.0644067796610169
"df4_d",7,740,0.0677966101694915
"df4_d",8,740,0.0677966101694915
"df4_d",9,740,0.0610169491525424
"df4_d",10,740,0.0644067796610169
"df4_d",1,750,0.0711864406779661
"df4_d",2,750,0.0711864406779661
"df4_d",3,750,0.0677966101694915
"df4_d",4,750,0.0644067796610169
"df4_d",5,750,0.0644067796610169
"df4_d",6,750,0.0644067796610169
"df4_d",7,750,0.0711864406779661
"df4_d",8,750,0.0644067796610169
"df4_d",9,750,0.0644067796610169
"df4_d",10,750,0.0610169491525424
"df4_d",1,760,0.0711864406779661
"df4_d",2,760,0.0677966101694915
"df4_d",3,760,0.0677966101694915
"df4_d",4,760,0.0644067796610169
"df4_d",5,760,0.0610169491525424
"df4_d",6,760,0.0644067796610169
"df4_d",7,760,0.0711864406779661
"df4_d",8,760,0.0644067796610169
"df4_d",9,760,0.0677966101694915
"df4_d",10,760,0.0745762711864407
"df4_d",1,770,0.0711864406779661
"df4_d",2,770,0.0610169491525424
"df4_d",3,770,0.0542372881355932
"df4_d",4,770,0.0610169491525424
"df4_d",5,770,0.0711864406779661
"df4_d",6,770,0.0610169491525424
"df4_d",7,770,0.0644067796610169
"df4_d",8,770,0.0576271186440678
"df4_d",9,770,0.0711864406779661
"df4_d",10,770,0.0644067796610169
"df4_d",1,780,0.0711864406779661
"df4_d",2,780,0.0677966101694915
"df4_d",3,780,0.0644067796610169
"df4_d",4,780,0.0610169491525424
"df4_d",5,780,0.0711864406779661
"df4_d",6,780,0.0677966101694915
"df4_d",7,780,0.0644067796610169
"df4_d",8,780,0.0745762711864407
"df4_d",9,780,0.0677966101694915
"df4_d",10,780,0.0677966101694915
"df4_d",1,790,0.0711864406779661
"df4_d",2,790,0.0677966101694915
"df4_d",3,790,0.0677966101694915
"df4_d",4,790,0.0610169491525424
"df4_d",5,790,0.0610169491525424
"df4_d",6,790,0.0644067796610169
"df4_d",7,790,0.0644067796610169
"df4_d",8,790,0.0711864406779661
"df4_d",9,790,0.0711864406779661
"df4_d",10,790,0.0677966101694915
"df4_d",1,800,0.0644067796610169
"df4_d",2,800,0.0610169491525424
"df4_d",3,800,0.0677966101694915
"df4_d",4,800,0.0677966101694915
"df4_d",5,800,0.0610169491525424
"df4_d",6,800,0.0711864406779661
"df4_d",7,800,0.0677966101694915
"df4_d",8,800,0.0677966101694915
"df4_d",9,800,0.0677966101694915
"df4_d",10,800,0.0644067796610169
"df4_d",1,810,0.0677966101694915
"df4_d",2,810,0.0677966101694915
"df4_d",3,810,0.0677966101694915
"df4_d",4,810,0.0677966101694915
"df4_d",5,810,0.0677966101694915
"df4_d",6,810,0.0644067796610169
"df4_d",7,810,0.0644067796610169
"df4_d",8,810,0.0677966101694915
"df4_d",9,810,0.0711864406779661
"df4_d",10,810,0.0644067796610169
"df4_d",1,820,0.0711864406779661
"df4_d",2,820,0.0745762711864407
"df4_d",3,820,0.0644067796610169
"df4_d",4,820,0.0610169491525424
"df4_d",5,820,0.0711864406779661
"df4_d",6,820,0.0711864406779661
"df4_d",7,820,0.0711864406779661
"df4_d",8,820,0.0745762711864407
"df4_d",9,820,0.0745762711864407
"df4_d",10,820,0.0745762711864407
"df4_d",1,830,0.0711864406779661
"df4_d",2,830,0.0677966101694915
"df4_d",3,830,0.0644067796610169
"df4_d",4,830,0.0711864406779661
"df4_d",5,830,0.0677966101694915
"df4_d",6,830,0.0745762711864407
"df4_d",7,830,0.0745762711864407
"df4_d",8,830,0.0677966101694915
"df4_d",9,830,0.0644067796610169
"df4_d",10,830,0.0677966101694915
"df4_d",1,840,0.0711864406779661
"df4_d",2,840,0.0745762711864407
"df4_d",3,840,0.0711864406779661
"df4_d",4,840,0.0711864406779661
"df4_d",5,840,0.0711864406779661
"df4_d",6,840,0.0711864406779661
"df4_d",7,840,0.0711864406779661
"df4_d",8,840,0.0677966101694915
"df4_d",9,840,0.0711864406779661
"df4_d",10,840,0.0711864406779661
"df4_d",1,850,0.0644067796610169
"df4_d",2,850,0.0644067796610169
"df4_d",3,850,0.0711864406779661
"df4_d",4,850,0.0711864406779661
"df4_d",5,850,0.0779661016949153
"df4_d",6,850,0.0677966101694915
"df4_d",7,850,0.0644067796610169
"df4_d",8,850,0.0711864406779661
"df4_d",9,850,0.0745762711864407
"df4_d",10,850,0.0644067796610169
"df4_d",1,860,0.0711864406779661
"df4_d",2,860,0.0644067796610169
"df4_d",3,860,0.0745762711864407
"df4_d",4,860,0.0745762711864407
"df4_d",5,860,0.0644067796610169
"df4_d",6,860,0.0610169491525424
"df4_d",7,860,0.0711864406779661
"df4_d",8,860,0.0677966101694915
"df4_d",9,860,0.0711864406779661
"df4_d",10,860,0.0711864406779661
"df4_d",1,870,0.0677966101694915
"df4_d",2,870,0.0644067796610169
"df4_d",3,870,0.0711864406779661
"df4_d",4,870,0.0677966101694915
"df4_d",5,870,0.0644067796610169
"df4_d",6,870,0.0711864406779661
"df4_d",7,870,0.0711864406779661
"df4_d",8,870,0.0677966101694915
"df4_d",9,870,0.0644067796610169
"df4_d",10,870,0.0677966101694915
"df4_d",1,880,0.0644067796610169
"df4_d",2,880,0.0644067796610169
"df4_d",3,880,0.0711864406779661
"df4_d",4,880,0.0711864406779661
"df4_d",5,880,0.0677966101694915
"df4_d",6,880,0.0644067796610169
"df4_d",7,880,0.0677966101694915
"df4_d",8,880,0.0711864406779661
"df4_d",9,880,0.0677966101694915
"df4_d",10,880,0.0677966101694915
"df4_d",1,890,0.0745762711864407
"df4_d",2,890,0.0711864406779661
"df4_d",3,890,0.0677966101694915
"df4_d",4,890,0.0677966101694915
"df4_d",5,890,0.0711864406779661
"df4_d",6,890,0.0677966101694915
"df4_d",7,890,0.0711864406779661
"df4_d",8,890,0.0677966101694915
"df4_d",9,890,0.0677966101694915
"df4_d",10,890,0.0711864406779661
"df4_d",1,900,0.0644067796610169
"df4_d",2,900,0.0644067796610169
"df4_d",3,900,0.0745762711864407
"df4_d",4,900,0.0644067796610169
"df4_d",5,900,0.0745762711864407
"df4_d",6,900,0.0711864406779661
"df4_d",7,900,0.0779661016949153
"df4_d",8,900,0.0677966101694915
"df4_d",9,900,0.0745762711864407
"df4_d",10,900,0.0677966101694915
"df4_d",1,910,0.0677966101694915
"df4_d",2,910,0.0677966101694915
"df4_d",3,910,0.0711864406779661
"df4_d",4,910,0.0677966101694915
"df4_d",5,910,0.0711864406779661
"df4_d",6,910,0.0677966101694915
"df4_d",7,910,0.0711864406779661
"df4_d",8,910,0.0711864406779661
"df4_d",9,910,0.0711864406779661
"df4_d",10,910,0.0745762711864407
"df4_d",1,920,0.0677966101694915
"df4_d",2,920,0.0677966101694915
"df4_d",3,920,0.0711864406779661
"df4_d",4,920,0.0644067796610169
"df4_d",5,920,0.0711864406779661
"df4_d",6,920,0.0711864406779661
"df4_d",7,920,0.0711864406779661
"df4_d",8,920,0.0745762711864407
"df4_d",9,920,0.0677966101694915
"df4_d",10,920,0.0677966101694915
"df4_d",1,930,0.0644067796610169
"df4_d",2,930,0.0677966101694915
"df4_d",3,930,0.0779661016949153
"df4_d",4,930,0.0779661016949153
"df4_d",5,930,0.0711864406779661
"df4_d",6,930,0.0745762711864407
"df4_d",7,930,0.0711864406779661
"df4_d",8,930,0.0711864406779661
"df4_d",9,930,0.0711864406779661
"df4_d",10,930,0.0711864406779661
"df4_d",1,940,0.0779661016949153
"df4_d",2,940,0.0677966101694915
"df4_d",3,940,0.0711864406779661
"df4_d",4,940,0.0711864406779661
"df4_d",5,940,0.0711864406779661
"df4_d",6,940,0.0711864406779661
"df4_d",7,940,0.0711864406779661
"df4_d",8,940,0.0677966101694915
"df4_d",9,940,0.0745762711864407
"df4_d",10,940,0.0745762711864407
"df4_d",1,950,0.0711864406779661
"df4_d",2,950,0.0677966101694915
"df4_d",3,950,0.0711864406779661
"df4_d",4,950,0.0711864406779661
"df4_d",5,950,0.0677966101694915
"df4_d",6,950,0.0711864406779661
"df4_d",7,950,0.0677966101694915
"df4_d",8,950,0.0677966101694915
"df4_d",9,950,0.0711864406779661
"df4_d",10,950,0.0711864406779661
"df4_d",1,960,0.0745762711864407
"df4_d",2,960,0.0745762711864407
"df4_d",3,960,0.0677966101694915
"df4_d",4,960,0.0711864406779661
"df4_d",5,960,0.0677966101694915
"df4_d",6,960,0.0677966101694915
"df4_d",7,960,0.0745762711864407
"df4_d",8,960,0.0711864406779661
"df4_d",9,960,0.0745762711864407
"df4_d",10,960,0.0711864406779661
"df4_d",1,970,0.0711864406779661
"df4_d",2,970,0.0677966101694915
"df4_d",3,970,0.0644067796610169
"df4_d",4,970,0.0711864406779661
"df4_d",5,970,0.0677966101694915
"df4_d",6,970,0.0745762711864407
"df4_d",7,970,0.0677966101694915
"df4_d",8,970,0.0711864406779661
"df4_d",9,970,0.0745762711864407
"df4_d",10,970,0.0711864406779661
"df4_d",1,980,0.0745762711864407
"df4_d",2,980,0.0677966101694915
"df4_d",3,980,0.0745762711864407
"df4_d",4,980,0.0677966101694915
"df4_d",5,980,0.0677966101694915
"df4_d",6,980,0.0745762711864407
"df4_d",7,980,0.0677966101694915
"df4_d",8,980,0.0711864406779661
"df4_d",9,980,0.0677966101694915
"df4_d",10,980,0.0711864406779661
"df4_d",1,990,0.0677966101694915
"df4_d",2,990,0.0711864406779661
"df4_d",3,990,0.0644067796610169
"df4_d",4,990,0.0745762711864407
"df4_d",5,990,0.0677966101694915
"df4_d",6,990,0.0779661016949153
"df4_d",7,990,0.0711864406779661
"df4_d",8,990,0.0711864406779661
"df4_d",9,990,0.0779661016949153
"df4_d",10,990,0.0745762711864407
"df4_d",1,1000,0.0745762711864407
"df4_d",2,1000,0.0677966101694915
"df4_d",3,1000,0.0745762711864407
"df4_d",4,1000,0.0711864406779661
"df4_d",5,1000,0.0711864406779661
"df4_d",6,1000,0.0677966101694915
"df4_d",7,1000,0.0711864406779661
"df4_d",8,1000,0.0745762711864407
"df4_d",9,1000,0.0711864406779661
"df4_d",10,1000,0.0711864406779661
"df4_d",1,1010,0.0711864406779661
"df4_d",2,1010,0.0745762711864407
"df4_d",3,1010,0.0779661016949153
"df4_d",4,1010,0.0745762711864407
"df4_d",5,1010,0.0711864406779661
"df4_d",6,1010,0.0677966101694915
"df4_d",7,1010,0.0745762711864407
"df4_d",8,1010,0.0711864406779661
"df4_d",9,1010,0.0779661016949153
"df4_d",10,1010,0.0745762711864407
"df4_d",1,1020,0.0779661016949153
"df4_d",2,1020,0.0779661016949153
"df4_d",3,1020,0.0644067796610169
"df4_d",4,1020,0.0711864406779661
"df4_d",5,1020,0.0677966101694915
"df4_d",6,1020,0.0644067796610169
"df4_d",7,1020,0.0745762711864407
"df4_d",8,1020,0.0711864406779661
"df4_d",9,1020,0.0745762711864407
"df4_d",10,1020,0.0745762711864407
"df4_d",1,1030,0.0779661016949153
"df4_d",2,1030,0.0677966101694915
"df4_d",3,1030,0.0610169491525424
"df4_d",4,1030,0.0779661016949153
"df4_d",5,1030,0.0813559322033898
"df4_d",6,1030,0.0745762711864407
"df4_d",7,1030,0.0745762711864407
"df4_d",8,1030,0.0711864406779661
"df4_d",9,1030,0.0779661016949153
"df4_d",10,1030,0.0779661016949153
"df4_d",1,1040,0.0813559322033898
"df4_d",2,1040,0.0745762711864407
"df4_d",3,1040,0.0779661016949153
"df4_d",4,1040,0.0745762711864407
"df4_d",5,1040,0.0711864406779661
"df4_d",6,1040,0.0711864406779661
"df4_d",7,1040,0.0779661016949153
"df4_d",8,1040,0.0677966101694915
"df4_d",9,1040,0.0711864406779661
"df4_d",10,1040,0.0677966101694915
"df4_d",1,1050,0.0779661016949153
"df4_d",2,1050,0.0711864406779661
"df4_d",3,1050,0.0745762711864407
"df4_d",4,1050,0.0745762711864407
"df4_d",5,1050,0.0745762711864407
"df4_d",6,1050,0.0745762711864407
"df4_d",7,1050,0.0711864406779661
"df4_d",8,1050,0.0745762711864407
"df4_d",9,1050,0.0745762711864407
"df4_d",10,1050,0.0745762711864407
"df4_d",1,1060,0.0745762711864407
"df4_d",2,1060,0.0779661016949153
"df4_d",3,1060,0.0677966101694915
"df4_d",4,1060,0.0677966101694915
"df4_d",5,1060,0.0779661016949153
"df4_d",6,1060,0.0745762711864407
"df4_d",7,1060,0.0711864406779661
"df4_d",8,1060,0.0813559322033898
"df4_d",9,1060,0.0779661016949153
"df4_d",10,1060,0.0779661016949153
"df4_d",1,1070,0.0813559322033898
"df4_d",2,1070,0.0779661016949153
"df4_d",3,1070,0.0677966101694915
"df4_d",4,1070,0.0813559322033898
"df4_d",5,1070,0.0745762711864407
"df4_d",6,1070,0.0779661016949153
"df4_d",7,1070,0.0644067796610169
"df4_d",8,1070,0.0711864406779661
"df4_d",9,1070,0.0677966101694915
"df4_d",10,1070,0.0745762711864407
"df4_d",1,1080,0.0745762711864407
"df4_d",2,1080,0.0745762711864407
"df4_d",3,1080,0.0813559322033898
"df4_d",4,1080,0.0745762711864407
"df4_d",5,1080,0.0745762711864407
"df4_d",6,1080,0.0745762711864407
"df4_d",7,1080,0.0779661016949153
"df4_d",8,1080,0.0745762711864407
"df4_d",9,1080,0.0813559322033898
"df4_d",10,1080,0.088135593220339
"df4_d",1,1090,0.0711864406779661
"df4_d",2,1090,0.0745762711864407
"df4_d",3,1090,0.0813559322033898
"df4_d",4,1090,0.0711864406779661
"df4_d",5,1090,0.0745762711864407
"df4_d",6,1090,0.0745762711864407
"df4_d",7,1090,0.0745762711864407
"df4_d",8,1090,0.0779661016949153
"df4_d",9,1090,0.0779661016949153
"df4_d",10,1090,0.0745762711864407
"df4_d",1,1100,0.0745762711864407
"df4_d",2,1100,0.0745762711864407
"df4_d",3,1100,0.0711864406779661
"df4_d",4,1100,0.0779661016949153
"df4_d",5,1100,0.0677966101694915
"df4_d",6,1100,0.0779661016949153
"df4_d",7,1100,0.0779661016949153
"df4_d",8,1100,0.0711864406779661
"df4_d",9,1100,0.0745762711864407
"df4_d",10,1100,0.0779661016949153
"df4_d",1,1110,0.088135593220339
"df4_d",2,1110,0.0813559322033898
"df4_d",3,1110,0.0779661016949153
"df4_d",4,1110,0.0745762711864407
"df4_d",5,1110,0.0779661016949153
"df4_d",6,1110,0.0745762711864407
"df4_d",7,1110,0.0677966101694915
"df4_d",8,1110,0.0745762711864407
"df4_d",9,1110,0.0779661016949153
"df4_d",10,1110,0.0779661016949153
"df4_d",1,1120,0.0779661016949153
"df4_d",2,1120,0.0745762711864407
"df4_d",3,1120,0.0779661016949153
"df4_d",4,1120,0.0711864406779661
"df4_d",5,1120,0.0711864406779661
"df4_d",6,1120,0.0813559322033898
"df4_d",7,1120,0.0813559322033898
"df4_d",8,1120,0.0813559322033898
"df4_d",9,1120,0.0779661016949153
"df4_d",10,1120,0.0711864406779661
"df4_d",1,1130,0.0745762711864407
"df4_d",2,1130,0.0813559322033898
"df4_d",3,1130,0.0711864406779661
"df4_d",4,1130,0.0779661016949153
"df4_d",5,1130,0.0711864406779661
"df4_d",6,1130,0.0779661016949153
"df4_d",7,1130,0.0779661016949153
"df4_d",8,1130,0.0711864406779661
"df4_d",9,1130,0.0779661016949153
"df4_d",10,1130,0.0779661016949153
"df4_d",1,1140,0.0813559322033898
"df4_d",2,1140,0.0711864406779661
"df4_d",3,1140,0.0711864406779661
"df4_d",4,1140,0.0711864406779661
"df4_d",5,1140,0.0711864406779661
"df4_d",6,1140,0.0745762711864407
"df4_d",7,1140,0.0779661016949153
"df4_d",8,1140,0.0813559322033898
"df4_d",9,1140,0.0745762711864407
"df4_d",10,1140,0.0711864406779661
"df4_d",1,1150,0.0779661016949153
"df4_d",2,1150,0.0711864406779661
"df4_d",3,1150,0.088135593220339
"df4_d",4,1150,0.0745762711864407
"df4_d",5,1150,0.0745762711864407
"df4_d",6,1150,0.0711864406779661
"df4_d",7,1150,0.0813559322033898
"df4_d",8,1150,0.0779661016949153
"df4_d",9,1150,0.0711864406779661
"df4_d",10,1150,0.0745762711864407
"df4_d",1,1160,0.0779661016949153
"df4_d",2,1160,0.0779661016949153
"df4_d",3,1160,0.0745762711864407
"df4_d",4,1160,0.0813559322033898
"df4_d",5,1160,0.0745762711864407
"df4_d",6,1160,0.0711864406779661
"df4_d",7,1160,0.0745762711864407
"df4_d",8,1160,0.0779661016949153
"df4_d",9,1160,0.0779661016949153
"df4_d",10,1160,0.0779661016949153
"df4_d",1,1170,0.0745762711864407
"df4_d",2,1170,0.0745762711864407
"df4_d",3,1170,0.0745762711864407
"df4_d",4,1170,0.0813559322033898
"df4_d",5,1170,0.0779661016949153
"df4_d",6,1170,0.0745762711864407
"df4_d",7,1170,0.0779661016949153
"df4_d",8,1170,0.0779661016949153
"df4_d",9,1170,0.088135593220339
"df4_d",10,1170,0.0847457627118644
"df4_d",1,1180,0.0745762711864407
"df4_d",2,1180,0.0813559322033898
"df4_d",3,1180,0.0813559322033898
"df4_d",4,1180,0.0813559322033898
"df4_d",5,1180,0.0711864406779661
"df4_d",6,1180,0.0779661016949153
"df4_d",7,1180,0.0813559322033898
"df4_d",8,1180,0.0711864406779661
"df4_d",9,1180,0.0745762711864407
"df4_d",10,1180,0.0745762711864407
"df4_d",1,1190,0.0779661016949153
"df4_d",2,1190,0.0813559322033898
"df4_d",3,1190,0.0813559322033898
"df4_d",4,1190,0.0745762711864407
"df4_d",5,1190,0.0813559322033898
"df4_d",6,1190,0.0711864406779661
"df4_d",7,1190,0.0813559322033898
"df4_d",8,1190,0.0779661016949153
"df4_d",9,1190,0.088135593220339
"df4_d",10,1190,0.0779661016949153
"df4_d",1,1200,0.0813559322033898
"df4_d",2,1200,0.0779661016949153
"df4_d",3,1200,0.0745762711864407
"df4_d",4,1200,0.0779661016949153
"df4_d",5,1200,0.0813559322033898
"df4_d",6,1200,0.0745762711864407
"df4_d",7,1200,0.0745762711864407
"df4_d",8,1200,0.0813559322033898
"df4_d",9,1200,0.0711864406779661
"df4_d",10,1200,0.0779661016949153
"df4_d",1,1210,0.0779661016949153
"df4_d",2,1210,0.0779661016949153
"df4_d",3,1210,0.0813559322033898
"df4_d",4,1210,0.0813559322033898
"df4_d",5,1210,0.0779661016949153
"df4_d",6,1210,0.0779661016949153
"df4_d",7,1210,0.0779661016949153
"df4_d",8,1210,0.0813559322033898
"df4_d",9,1210,0.0677966101694915
"df4_d",10,1210,0.0813559322033898
"df4_d",1,1220,0.0779661016949153
"df4_d",2,1220,0.0813559322033898
"df4_d",3,1220,0.0745762711864407
"df4_d",4,1220,0.0779661016949153
"df4_d",5,1220,0.0813559322033898
"df4_d",6,1220,0.0745762711864407
"df4_d",7,1220,0.0779661016949153
"df4_d",8,1220,0.0711864406779661
"df4_d",9,1220,0.0847457627118644
"df4_d",10,1220,0.0745762711864407
"df4_d",1,1230,0.0779661016949153
"df4_d",2,1230,0.0745762711864407
"df4_d",3,1230,0.0779661016949153
"df4_d",4,1230,0.0779661016949153
"df4_d",5,1230,0.0813559322033898
"df4_d",6,1230,0.0779661016949153
"df4_d",7,1230,0.0847457627118644
"df4_d",8,1230,0.0813559322033898
"df4_d",9,1230,0.0745762711864407
"df4_d",10,1230,0.0745762711864407
"df4_d",1,1240,0.0745762711864407
"df4_d",2,1240,0.0711864406779661
"df4_d",3,1240,0.0779661016949153
"df4_d",4,1240,0.0745762711864407
"df4_d",5,1240,0.0847457627118644
"df4_d",6,1240,0.0779661016949153
"df4_d",7,1240,0.0813559322033898
"df4_d",8,1240,0.0779661016949153
"df4_d",9,1240,0.0779661016949153
"df4_d",10,1240,0.0847457627118644
"df4_d",1,1250,0.0711864406779661
"df4_d",2,1250,0.088135593220339
"df4_d",3,1250,0.0779661016949153
"df4_d",4,1250,0.0779661016949153
"df4_d",5,1250,0.0813559322033898
"df4_d",6,1250,0.0779661016949153
"df4_d",7,1250,0.0779661016949153
"df4_d",8,1250,0.0711864406779661
"df4_d",9,1250,0.0745762711864407
"df4_d",10,1250,0.0847457627118644
"df4_d",1,1260,0.0813559322033898
"df4_d",2,1260,0.088135593220339
"df4_d",3,1260,0.0847457627118644
"df4_d",4,1260,0.0779661016949153
"df4_d",5,1260,0.0813559322033898
"df4_d",6,1260,0.0779661016949153
"df4_d",7,1260,0.0745762711864407
"df4_d",8,1260,0.0847457627118644
"df4_d",9,1260,0.0711864406779661
"df4_d",10,1260,0.0813559322033898
"df4_d",1,1270,0.0779661016949153
"df4_d",2,1270,0.088135593220339
"df4_d",3,1270,0.088135593220339
"df4_d",4,1270,0.0779661016949153
"df4_d",5,1270,0.0813559322033898
"df4_d",6,1270,0.0745762711864407
"df4_d",7,1270,0.0813559322033898
"df4_d",8,1270,0.0745762711864407
"df4_d",9,1270,0.0711864406779661
"df4_d",10,1270,0.0745762711864407
"df4_d",1,1280,0.0847457627118644
"df4_d",2,1280,0.0813559322033898
"df4_d",3,1280,0.0813559322033898
"df4_d",4,1280,0.0711864406779661
"df4_d",5,1280,0.0813559322033898
"df4_d",6,1280,0.0779661016949153
"df4_d",7,1280,0.0813559322033898
"df4_d",8,1280,0.0847457627118644
"df4_d",9,1280,0.0779661016949153
"df4_d",10,1280,0.0779661016949153
"df4_d",1,1290,0.0847457627118644
"df4_d",2,1290,0.0779661016949153
"df4_d",3,1290,0.0813559322033898
"df4_d",4,1290,0.0847457627118644
"df4_d",5,1290,0.0813559322033898
"df4_d",6,1290,0.0745762711864407
"df4_d",7,1290,0.0779661016949153
"df4_d",8,1290,0.0813559322033898
"df4_d",9,1290,0.0813559322033898
"df4_d",10,1290,0.0813559322033898
"df4_d",1,1300,0.088135593220339
"df4_d",2,1300,0.0847457627118644
"df4_d",3,1300,0.0779661016949153
"df4_d",4,1300,0.0847457627118644
"df4_d",5,1300,0.0779661016949153
"df4_d",6,1300,0.0779661016949153
"df4_d",7,1300,0.0745762711864407
"df4_d",8,1300,0.0779661016949153
"df4_d",9,1300,0.0813559322033898
"df4_d",10,1300,0.0813559322033898
"df4_d",1,1310,0.0745762711864407
"df4_d",2,1310,0.0915254237288136
"df4_d",3,1310,0.0847457627118644
"df4_d",4,1310,0.0779661016949153
"df4_d",5,1310,0.0813559322033898
"df4_d",6,1310,0.0779661016949153
"df4_d",7,1310,0.0779661016949153
"df4_d",8,1310,0.0813559322033898
"df4_d",9,1310,0.0779661016949153
"df4_d",10,1310,0.0779661016949153
"df4_d",1,1320,0.088135593220339
"df4_d",2,1320,0.0847457627118644
"df4_d",3,1320,0.0813559322033898
"df4_d",4,1320,0.0813559322033898
"df4_d",5,1320,0.0813559322033898
"df4_d",6,1320,0.0779661016949153
"df4_d",7,1320,0.088135593220339
"df4_d",8,1320,0.0745762711864407
"df4_d",9,1320,0.0779661016949153
"df4_d",10,1320,0.088135593220339
"df4_d",1,1330,0.0813559322033898
"df4_d",2,1330,0.0813559322033898
"df4_d",3,1330,0.0779661016949153
"df4_d",4,1330,0.0813559322033898
"df4_d",5,1330,0.0847457627118644
"df4_d",6,1330,0.0915254237288136
"df4_d",7,1330,0.0779661016949153
"df4_d",8,1330,0.0847457627118644
"df4_d",9,1330,0.0745762711864407
"df4_d",10,1330,0.088135593220339
"df4_d",1,1340,0.0779661016949153
"df4_d",2,1340,0.0813559322033898
"df4_d",3,1340,0.0847457627118644
"df4_d",4,1340,0.088135593220339
"df4_d",5,1340,0.088135593220339
"df4_d",6,1340,0.0813559322033898
"df4_d",7,1340,0.0813559322033898
"df4_d",8,1340,0.0813559322033898
"df4_d",9,1340,0.0813559322033898
"df4_d",10,1340,0.0847457627118644
"df4_d",1,1350,0.0813559322033898
"df4_d",2,1350,0.088135593220339
"df4_d",3,1350,0.0847457627118644
"df4_d",4,1350,0.0847457627118644
"df4_d",5,1350,0.0779661016949153
"df4_d",6,1350,0.0813559322033898
"df4_d",7,1350,0.0779661016949153
"df4_d",8,1350,0.0847457627118644
"df4_d",9,1350,0.088135593220339
"df4_d",10,1350,0.0847457627118644
"df4_d",1,1360,0.0813559322033898
"df4_d",2,1360,0.0813559322033898
"df4_d",3,1360,0.0813559322033898
"df4_d",4,1360,0.0847457627118644
"df4_d",5,1360,0.0745762711864407
"df4_d",6,1360,0.088135593220339
"df4_d",7,1360,0.0745762711864407
"df4_d",8,1360,0.0813559322033898
"df4_d",9,1360,0.0847457627118644
"df4_d",10,1360,0.0711864406779661
"df4_d",1,1370,0.0779661016949153
"df4_d",2,1370,0.0813559322033898
"df4_d",3,1370,0.0813559322033898
"df4_d",4,1370,0.0949152542372881
"df4_d",5,1370,0.088135593220339
"df4_d",6,1370,0.0813559322033898
"df4_d",7,1370,0.088135593220339
"df4_d",8,1370,0.0779661016949153
"df4_d",9,1370,0.0813559322033898
"df4_d",10,1370,0.088135593220339
"df4_d",1,1380,0.0847457627118644
"df4_d",2,1380,0.0813559322033898
"df4_d",3,1380,0.0779661016949153
"df4_d",4,1380,0.0847457627118644
"df4_d",5,1380,0.0779661016949153
"df4_d",6,1380,0.088135593220339
"df4_d",7,1380,0.0813559322033898
"df4_d",8,1380,0.0847457627118644
"df4_d",9,1380,0.0779661016949153
"df4_d",10,1380,0.088135593220339
"df4_d",1,1390,0.088135593220339
"df4_d",2,1390,0.0813559322033898
"df4_d",3,1390,0.0847457627118644
"df4_d",4,1390,0.088135593220339
"df4_d",5,1390,0.0745762711864407
"df4_d",6,1390,0.0779661016949153
"df4_d",7,1390,0.0779661016949153
"df4_d",8,1390,0.0745762711864407
"df4_d",9,1390,0.088135593220339
"df4_d",10,1390,0.0745762711864407
"df4_d",1,1400,0.0847457627118644
"df4_d",2,1400,0.088135593220339
"df4_d",3,1400,0.0813559322033898
"df4_d",4,1400,0.088135593220339
"df4_d",5,1400,0.0847457627118644
"df4_d",6,1400,0.0847457627118644
"df4_d",7,1400,0.0779661016949153
"df4_d",8,1400,0.088135593220339
"df4_d",9,1400,0.0813559322033898
"df4_d",10,1400,0.0813559322033898
"df4_d",1,1410,0.0779661016949153
"df4_d",2,1410,0.0745762711864407
"df4_d",3,1410,0.0779661016949153
"df4_d",4,1410,0.0813559322033898
"df4_d",5,1410,0.0813559322033898
"df4_d",6,1410,0.0847457627118644
"df4_d",7,1410,0.088135593220339
"df4_d",8,1410,0.0813559322033898
"df4_d",9,1410,0.0847457627118644
"df4_d",10,1410,0.088135593220339
"df4_d",1,1420,0.0779661016949153
"df4_d",2,1420,0.088135593220339
"df4_d",3,1420,0.0813559322033898
"df4_d",4,1420,0.0813559322033898
"df4_d",5,1420,0.0813559322033898
"df4_d",6,1420,0.0847457627118644
"df4_d",7,1420,0.0745762711864407
"df4_d",8,1420,0.0779661016949153
"df4_d",9,1420,0.0915254237288136
"df4_d",10,1420,0.088135593220339
"df4_d",1,1430,0.0813559322033898
"df4_d",2,1430,0.088135593220339
"df4_d",3,1430,0.0745762711864407
"df4_d",4,1430,0.088135593220339
"df4_d",5,1430,0.0915254237288136
"df4_d",6,1430,0.088135593220339
"df4_d",7,1430,0.0779661016949153
"df4_d",8,1430,0.0915254237288136
"df4_d",9,1430,0.0915254237288136
"df4_d",10,1430,0.088135593220339
"df4_d",1,1440,0.0847457627118644
"df4_d",2,1440,0.0847457627118644
"df4_d",3,1440,0.0779661016949153
"df4_d",4,1440,0.0813559322033898
"df4_d",5,1440,0.088135593220339
"df4_d",6,1440,0.0847457627118644
"df4_d",7,1440,0.0779661016949153
"df4_d",8,1440,0.0813559322033898
"df4_d",9,1440,0.0915254237288136
"df4_d",10,1440,0.0847457627118644
"df4_d",1,1450,0.0813559322033898
"df4_d",2,1450,0.0847457627118644
"df4_d",3,1450,0.0915254237288136
"df4_d",4,1450,0.0915254237288136
"df4_d",5,1450,0.0813559322033898
"df4_d",6,1450,0.0847457627118644
"df4_d",7,1450,0.088135593220339
"df4_d",8,1450,0.0983050847457627
